"","outcome","ADEPT","Oak","SDT","Stepcount","Verisense"
"1","TG",-0.895564203622843,0.337379875889931,-1.91186244226165,-0.983221428035291,0.898597628252922
"2","TC",2.47380591296442,2.7540479653555,-0.704566943055893,3.02683347071273,3.0508001765449
"3","FAT_mass",-5.14938121500872,-2.44239579927271,-5.66778000064359,-7.4531374659282,-2.33581194069369
"4","HDL_C",2.66446266690721,1.91659989738551,2.55052536602405,4.38615105037382,1.94393999828446
"5","LDL_C",1.90387741558709,2.14353169059421,-1.18263685317371,1.98662637444611,2.27540749942994
"6","BMI",-0.232513269766308,0.722563412366175,-0.123779523733449,-1.69838749470179,0.751335244069871
"7","SPPB",7.76254800488063,8.56534110355898,3.08924728925911,10.9862388770504,7.56253668501849
"8","Frailty_B",6.24432245067731,5.54699209280738,1.97746128263663,6.31690713828007,5.8333746397263
"9","CES_D",-1.81774973179753,-0.742699350713322,-2.15812208182215,-2.40368905780297,-0.464273199578779
"10","Overall",2.78785358728695,4.83333498758028,-0.807625178217966,3.26133677000491,3.71100940727908
