"","outcome","ADEPT","Oak","SDT","Stepcount","Verisense"
"1","TG",-3.3490240893212,-3.61373525010132,-4.62299059602571,-3.44160354612017,-3.25698914773497
"2","TC",3.49128541040846,4.00261524006538,2.70754620403155,4.26244573004387,4.34827666612351
"3","FAT_mass",-6.73629716608752,-6.53958457938,-7.46338493788195,-9.02837820559021,-6.60204224815614
"4","HDL_C",3.02723469851223,3.33457501669658,2.11728933472468,3.1563765109372,3.63269224238218
"5","LDL_C",5.11646575284915,6.17889167923468,6.54807966228203,7.34776066636076,6.11843793678339
"6","BMI",-0.978539404102145,-1.19799038941139,-1.36192549553764,-2.41290468310548,-1.15912585746131
"7","SPPB",9.27927395886994,12.2348023194989,9.90317081082031,14.1256810337029,11.3982130160392
"8","Frailty_B",6.47725289998607,8.12328188037447,6.80761486999134,8.70864614448047,7.85005682139876
"9","CES_D",-2.60532139116786,-3.37940184664093,-4.72832440830479,-4.14285972892893,-2.73235366628392
"10","Overall",3.6872442215002,6.45884530785628,4.03115132281335,5.59669036690491,5.82124481438013
