"","outcome","ADEPT","Oak","SDT","Stepcount","Verisense"
"1","TG",-1.02275514600902,0.338305092926996,-1.989966284771,-1.15529710516751,0.968491819401565
"2","TC",2.78372121371181,2.97712054481686,-0.43049094476576,3.39430093639748,3.16114245140179
"3","FAT_mass",-5.21552272102268,-2.36091254695105,-5.68301767134901,-7.53108614652305,-2.20563123495527
"4","HDL_C",3.14857119560966,2.29062584076605,2.62325028864578,4.95413056255157,2.18359368590618
"5","LDL_C",2.10667008241459,2.25529897025547,-0.889045656488217,2.23595964777062,2.2967632523864
"6","BMI",-0.249825884838832,0.779779753312301,-0.0773461611925157,-1.72229735301685,0.81536388197545
"7","SPPB",8.07283275660179,8.81085006821522,3.246125618901,11.3687307201752,7.74260919690772
"8","Frailty_B",6.42174364476831,5.62840271579527,2.05948601757998,6.45023691389228,5.87109023481646
"9","CES_D",-1.74615805502377,-0.644499147063205,-2.18585768329211,-2.32684872949697,-0.351093276639795
"10","Overall",3.19785012410804,5.20157582307327,-0.957460780781927,3.82501992505489,4.06729967497213
