"","outcome","ADEPT","Oak","SDT","Stepcount","Verisense"
"1","TG",-1.27516176554102,-1.54668173329765,-2.56889236102091,-1.90986196459957,-1.48722504964819
"2","TC",2.19405979462341,2.86689747778324,2.74022723210024,2.35819303302962,3.05242606496672
"3","FAT_mass",-2.91443310214378,-3.09670600238554,-4.39374865080999,-4.77649085499316,-3.04549167061656
"4","HDL_C",1.2902114634215,1.93203814787509,1.87042376243744,1.34028506422628,2.06820887120326
"5","LDL_C",3.41258059528266,4.14910441803907,5.01977725732232,4.62592111158361,4.11465550533374
"6","BMI",-0.191174497466874,0.0577627771050827,-0.479552998006715,-0.757681314001216,0.346685109386878
"7","SPPB",7.1606084216626,9.06524047459553,6.89914404715781,10.9802178854808,8.95739721344212
"8","Frailty_B",4.11155255425066,5.77989541518982,5.17950267031711,5.81221549549181,5.75152661125109
"9","CES_D",-1.97961606807471,-2.75443811204717,-3.97955161108949,-3.7005620130462,-2.2555660941552
"10","Overall",3.19009826885433,4.04855377557637,2.7172184956474,3.39110920507788,4.12557540993464
