"","outcome","ADEPT","Oak","SDT","Stepcount","Verisense"
"1","TG",-3.50417698118348,-3.90510011368858,-5.06989675294956,-4.14753377768199,-3.28881429736561
"2","TC",3.5290953917612,3.83537069047356,2.30383821090353,4.22254476590031,4.21095899066057
"3","FAT_mass",-7.05052635026328,-7.14717067221105,-8.33090657559882,-9.66122241289218,-7.03709805592999
"4","HDL_C",3.01561971943707,3.27630749517679,1.89995496117307,3.29576737049992,3.51663101500078
"5","LDL_C",5.35055652872698,6.13639351533951,6.35624176401917,7.45677536716078,6.03086113956852
"6","BMI_con",-8.18662135368137,-8.25689140815642,-9.07669627232852,-12.4205768934956,-8.15581143267008
"7","SPPB",9.82932258975816,12.9626581032606,10.6105561519712,14.922485518945,12.0674681547767
"8","Frailty_B",6.70483202376114,8.2571185944219,6.87100007784858,8.72758759373381,7.97632047711197
"9","CES_D",-2.81832415361533,-3.3339681071383,-4.53668097701345,-4.03826990316561,-2.84957951205399
"10","Overall",3.99676642118454,6.85005564901277,4.16137273045728,5.60763134779469,6.31516441122092
