"","outcome","ADEPT","Oak","SDT","Stepcount","Verisense"
"1","TG",-3.34540210011554,-3.85328572877349,-5.11080793091883,-4.15410683481339,-3.17972688837964
"2","TC",3.67846244807358,3.71706094022165,2.23956570184888,4.17012119566814,4.11808938154808
"3","FAT_mass",-7.63498405636704,-6.982892180934,-8.21490576241032,-9.73986350320334,-6.84115802514236
"4","HDL_C",3.07454764173217,3.16253818596916,1.86005383822688,3.223951170064,3.41033167958585
"5","LDL_C",5.4703536125228,6.02645136987935,6.29377488926242,7.46444036841911,5.93554247864007
"6","BMI",-1.08842977617494,-0.575756812734615,-0.841914797823675,-2.21323878900718,-0.528116557871007
"7","SPPB",11.2834976872395,12.9742231747468,10.6225704342386,15.2369875381374,12.1796852475796
"8","Frailty_B",7.6027747618401,8.33101707063507,6.9868429831774,8.89190847240389,8.23083495574132
"9","CES_D",-3.08742508835928,-3.26541689209057,-4.51890735137028,-4.0667389584164,-2.8080245983721
"10","Overall",3.91602358995484,6.54269853066931,4.10526642152831,5.36082106320542,6.02506730832846
