"","outcome","ADEPT","Oak","SDT","Stepcount","Verisense"
"1","TG",-3.46105094736993,-3.89042564577194,-5.11202936447019,-4.16964042199707,-3.25467603443053
"2","TC",3.50760882656339,3.82981311483609,2.32950273464742,4.23687164926439,4.19400980104164
"3","FAT_mass",-7.03902197666329,-7.16813264915533,-8.40664030272881,-9.69043571647583,-7.03244390734086
"4","HDL_C",2.97618614138142,3.26318158081471,1.93750562077535,3.31324645066865,3.48610865010646
"5","LDL_C",5.34702041918834,6.13751275522786,6.36294834559835,7.4624568345039,6.02887610782262
"6","BMI",-0.78323537658974,-0.756448412181954,-1.03770783382026,-2.20353309837286,-0.635052425107152
"7","SPPB",9.82460370944444,12.9737131392771,10.6440422040355,14.9586500091741,12.0641957882235
"8","Frailty_B",6.70586327848789,8.261372882099,6.87731576802586,8.73401234030751,7.97801841349942
"9","CES_D",-2.81003241144853,-3.33567345851937,-4.57125102783008,-4.06663008451035,-2.83524344195659
"10","Overall",3.99484375683242,6.82083556198669,4.0719941094322,5.54133850108778,6.30250088300365
