"","outcome","ADEPT","Oak","SDT","Stepcount","Verisense"
"1","TG",-1.16553764646279,-0.397329197618992,-1.79560095158633,-2.15851662170886,0.24094741605822
"2","TC",2.20618159603398,3.07313469009801,1.73544460497221,2.84134252470777,3.24654717738973
"3","FAT_mass",-3.39209764452719,-3.37103616110171,-4.47518652753672,-5.31449878603173,-3.04349896096701
"4","HDL_C",3.57506729462995,3.69107099764846,4.03934861294753,5.27321282910174,3.61431380497666
"5","LDL_C",1.45448184253869,2.18407128540905,1.02122786127532,1.95553493780144,2.18764776830837
"6","BMI",0.432417823518227,-0.0403244154311093,-0.10774070897026,-1.55391834602745,0.108359305572785
"7","SPPB",5.88046354452319,7.10291276755801,5.75268809577727,8.26983003485971,6.44661441121743
"8","Frailty_B",4.67831997342002,5.58917710651655,5.22767382808379,5.66066679466136,5.43121959521588
"9","CES_D",-2.56119080629102,-1.76719810777962,-2.38974631301444,-3.43411299487385,-1.69426392546078
"10","Overall",2.8923654122531,4.1382069221295,3.05272922660459,3.77931910018681,3.29884234442279
