"","outcome","ADEPT","Oak","SDT","Stepcount","Verisense"
"1","TG",-3.60693591239386,-3.98017073716523,-5.19832827259631,-4.30925531834655,-3.32105421396759
"2","TC",3.97441111734107,4.26822878337677,2.72726497308935,4.7714017295395,4.57019975314743
"3","FAT_mass",-7.08044367396244,-7.11607939094907,-8.33815428982391,-9.70577126826921,-6.97454366740745
"4","HDL_C",3.35140963420297,3.63742431865423,2.31691768029896,3.73649614725222,3.80438161579753
"5","LDL_C",5.85791389963168,6.50696598961399,6.57670446364005,8.03904810128108,6.35282378248961
"6","BMI_con",-8.13127880999382,-8.07569963790291,-8.88306299324562,-12.3656841947879,-7.97101744620868
"7","SPPB",10.2905831012281,13.3845630377163,10.9393623528476,15.4755409779482,12.4584645786917
"8","Frailty_B",7.10354098324285,8.66507663662949,7.26709067532668,9.14217456305944,8.34409059309912
"9","CES_D",-2.87215552620446,-3.40032814438954,-4.66495906870784,-4.12265757699327,-2.89162426216871
"10","Overall",4.50150735885672,7.15284357371776,4.19513929968171,6.18734741621989,6.66783144666256
