"","outcome","ADEPT","Oak","SDT","Stepcount","Verisense"
"1","TG",0.00244856313790159,0.00155193308372988,1.79320317989921e-05,0.00236389017796093,0.00717284009424008
"2","TC",0.000301451567788888,0.000145703801711456,0.0132162987635198,1.95598109068535e-05,4.81884242993539e-05
"3","FAT_mass",2.53288811495937e-13,1.59092362897054e-08,8.07041395980192e-12,1.8377194941495e-18,2.96649459441193e-08
"4","HDL_C",2.07319860233883e-07,9.01944870211186e-09,4.71284254075247e-10,1.29700713224443e-12,2.36100751014242e-08
"5","LDL_C",0.00282957409822725,0.00207854984517351,0.0698603560068378,0.00208489672568966,0.000981489291334271
"6","BMI",0.299060791275859,0.471964173484879,0.359357973141689,0.0316272104187687,0.472836912065813
"7","SPPB",2.89210338085517e-26,1.23068185713511e-27,6.26836488923751e-15,5.39461470991002e-38,3.25785515548224e-26
"8","Frailty_B",1.36016485464761e-15,1.33429155664116e-13,1.8163247498098e-08,2.38783772612767e-16,8.52232750769596e-15
"9","CES_D",0.00245257204812646,0.00189062393629176,8.22618418561272e-05,6.90711044404899e-05,0.00814662606616296
"10","Overall",1.10995827376989e-06,1.35448245832418e-11,3.02360463573418e-05,1.12974584435351e-09,1.08246896483474e-09
