"","outcome","ADEPT","Oak","SDT","Stepcount","Verisense"
"1","BMI",-0.657284050662737,-0.300700520357366,-0.838516670342331,-1.87589607130312,-0.142285433160017
"2","TG",-3.05809557995903,-3.39494497450498,-4.73859927028376,-3.68197358610733,-2.65035428357362
"3","TC",3.77226831632082,3.89404535862058,2.32349102850147,4.3389821872827,4.10570883757023
"4","FAT",-5.85830764299986,-4.8587480543394,-7.12038817853479,-8.01621877660385,-4.28715610021938
"5","FAT_mass",-7.61868685262322,-6.42231083068807,-7.89659798557547,-9.8251708781408,-6.09777951486429
"6","HDL_C",5.49838281679093,5.85647336438267,6.0940513272689,7.37920550228864,5.60931162995756
"7","LDL_C",3.03037935278336,3.23818606948897,1.8658793611627,3.25741603635666,3.30993016303767
"8","SBP",-0.479653913135476,0.0796876313840285,-0.412439617786897,0.140474603077906,0.0780079567289381
"9","DBP",-1.70552751185599,-0.83110966533671,-1.98686866615254,-1.5119967520462,-0.641381717710983
"10","SPPB",11.0506133878506,11.6595423268605,8.61768481321571,14.0658059351531,11.2170187292301
"11","Frailty_A",8.6356669485965,8.38881337841324,6.22244004330118,8.58069596904089,8.71810485912621
"12","Frailty_B",8.19405854446827,7.47316649836678,5.57404914043972,8.3233057394332,7.79557040603659
"13","Overall",5.27960265644497,7.09332961921998,4.26027508149939,6.18969896818783,6.48261000880149
"14","CES_D",-3.01101272629062,-2.84184136834091,-3.58909971103886,-3.71669420290727,-2.50263860922867
