"","outcome","ADEPT","Oak","SDT","Stepcount","Verisense"
"1","TG",-2.90445219509556,-3.30378033862856,-4.69750986195272,-3.62000869994387,-2.5619507100103
"2","TC",3.817235680034,3.79073887821499,2.218418633611,4.25474962722644,4.02739519267615
"3","FAT_mass",-7.59302519569401,-6.14814455346651,-7.72662085323133,-9.7365931451725,-5.81906140528401
"4","HDL_C",5.45869406208541,5.6814108328273,5.9861814277551,7.33468953460625,5.47826312914362
"5","LDL_C",3.04056415078969,3.15223157225502,1.77136360453099,3.14910030832193,3.23872529921236
"6","BMI",-0.624389817794517,-0.0796615364795296,-0.637671084809664,-1.80869771602099,0.0213824624334884
"7","SPPB",11.3466357431289,11.5525188396334,8.57847961632758,14.1948462253212,11.1381011157357
"8","Frailty_B",8.26584847130437,7.49422099477917,5.68517486064522,8.43729320464371,7.8719850930714
"9","CES_D",-3.00128548411666,-2.74431955283458,-3.55444119931858,-3.69072494751984,-2.44781382624619
"10","Overall",5.03450266410709,6.84659144447591,4.25531316505001,6.03359936094155,6.23820661189186
