"","outcome","ADEPT","Oak","SDT","Stepcount","Verisense"
"1","TG",-1.19393030206346,-1.33479723173957,-2.3276978654926,-1.77688862545741,-1.34558765973602
"2","TC",2.11785300459282,2.81959647267653,2.72906577475571,2.28246496825883,3.01985940168308
"3","FAT_mass",-3.02230349043596,-3.26020190990833,-4.67234280513765,-4.95885263503135,-3.15964616730175
"4","HDL_C",1.22838479473153,1.87747505409055,1.818834120856,1.27756187464218,2.02580044641266
"5","LDL_C",3.27748583596025,3.97563881088091,4.92670948100865,4.45662762170392,4.00430019733226
"6","BMI",-0.282367047099956,-0.142344244863667,-0.68965922592331,-0.972768083327914,0.16942025764999
"7","SPPB",6.9995130752714,8.85781092348948,6.72793118754335,10.774114547211,8.76288125564765
"8","Frailty_B",3.8531007134529,5.44205679799484,4.7775837106287,5.49423916310346,5.49166581790443
"9","CES_D",-1.94157178615773,-2.50190585597768,-3.69749304621843,-3.54075761819331,-2.05363240613733
"10","Overall",3.0797234186794,3.78107874132313,2.55425005627991,3.02270513042967,3.91866260066549
