"","outcome","ADEPT","Oak","SDT","Stepcount","Verisense"
"1","TG",0.2029921214508,0.122730786838519,0.0105641670507849,0.0568659591477814,0.137743211657221
"2","TC",0.028805668031566,0.0043643282014753,0.00641468458435484,0.0188445813444966,0.00242152383507747
"3","FAT_mass",0.00382102617931489,0.00213454791778163,1.52863766561103e-05,2.74903113433522e-06,0.00252108130884796
"4","HDL_C",0.197730121090042,0.0540678259179268,0.0621624371472817,0.180921141849685,0.0392691228387648
"5","LDL_C",0.000709157005573967,4.07972124043038e-05,7.80276767989609e-07,5.04416737192245e-06,4.71037307584008e-05
"6","BMI",0.848481928174795,0.953965256569071,0.631796682800641,0.449069732618657,0.729002773520275
"7","SPPB",4.61435874589484e-12,8.39397156287766e-18,2.3926454705796e-11,2.31548893982839e-24,1.87034177664576e-17
"8","Frailty_B",4.80917681278581e-05,1.54827883914096e-08,3.5993000079004e-07,1.29699158533312e-08,1.80750633841417e-08
"9","CES_D",0.0484457807316342,0.00615320565965116,8.22627153490446e-05,0.000245884988520756,0.0246485436571047
"10","Overall",0.00155345892584321,6.37462118724549e-05,0.0069173253550457,0.000777319200845715,4.64574397629111e-05
