"","outcome","ADEPT","Oak","SDT","Stepcount","Verisense"
"1","TG",0.233219939424386,0.182709618574593,0.0204312901411627,0.0763541326983828,0.179205459507657
"2","TC",0.0348100669033641,0.0050499681009117,0.00663455627213293,0.0229914359680208,0.00269275494466496
"3","FAT_mass",0.00271918163980885,0.00123801713977229,4.4563151315376e-06,1.17375049043919e-06,0.00173651873153083
"4","HDL_C",0.220039539053725,0.0611953360261267,0.0696996143071334,0.202160042794527,0.0434621580737889
"5","LDL_C",0.00113980605256541,8.34300204792668e-05,1.23104364877341e-06,1.08526354449206e-05,7.42817791227996e-05
"6","BMI",0.777803530995253,0.886877514120664,0.490795826563586,0.331237961671562,0.86554904084825
"7","SPPB",1.3002138218209e-11,4.05167363441945e-17,6.96181561233477e-11,1.36221580669938e-23,8.11167051844883e-17
"8","Frailty_B",0.00013687927279782,9.46081473819418e-08,2.53862232561848e-06,7.20183095962566e-08,7.29973470104874e-08
"9","CES_D",0.0529125530241258,0.0127635507820749,0.000249108072734933,0.000447451604310246,0.0406810206809381
"10","Overall",0.00224122148449342,0.000184496266474395,0.0110783989815527,0.00269606188792494,0.000107726256179811
