"","outcome","ADEPT","Oak","SDT","Stepcount","Verisense"
"1","TG",-2.83498221846594,-3.22880232054696,-4.5277601600114,-3.41963634055436,-2.54003283581016
"2","TC",3.37739158711147,3.57040424616216,1.99440559954547,3.90138516133959,3.85066707914772
"3","FAT_mass",-7.49752788543465,-6.37783618585999,-7.78606299115784,-9.68953674193483,-6.10232629428451
"4","HDL_C",4.95184222359858,5.46182227359362,5.86362865913072,6.79454352396864,5.28152082767823
"5","LDL_C",2.73645495322982,2.98844315612667,1.54371688543913,2.91973838753488,3.1237358017077
"6","BMI",-0.672025191874389,-0.385500420183796,-0.917425883939829,-1.90247579459531,-0.23159262794448
"7","SPPB",10.6416391074072,11.3258827093994,8.34251930612072,13.6067960844955,10.9173875446095
"8","Frailty_B",7.86500994980856,7.15417518540095,5.23879579174982,8.00251822872273,7.51924763666418
"9","CES_D",-2.99360309931212,-2.775346531371,-3.44794151516329,-3.68010512275023,-2.46349714873902
"10","Overall",4.88765050990968,6.86007421150713,4.28234521881503,5.72840793110042,6.22007683133638
