"","outcome","ADEPT","Oak","SDT","Stepcount","Verisense"
"1","TG",0.00206399662897902,0.00899265641555749,0.000766425558476543,0.00313203495976805,0.0173035503364878
"2","TC",0.0483731462503745,0.0493582473673809,0.360604328113305,0.00695924665124842,0.0853188655622339
"3","FAT_mass",3.29228199558729e-06,7.70456806967843e-06,1.68591034269147e-08,2.951430175939e-08,1.61853215183061e-05
"4","HDL_C",0.0749139912674305,0.0846215855611512,0.398474735681125,0.0347080607371668,0.148922968323964
"5","LDL_C",0.000121847251065145,0.000342927366650226,0.000469875362324234,8.98427856194655e-07,0.000472458049368714
"6","BMI",0.699592464491879,0.619726661581034,0.619631991966738,0.218639456594211,0.509118011590224
"7","SPPB",1.27189045038418e-06,3.8853438451298e-10,1.70582832709882e-08,1.74420034935726e-12,1.48813889316626e-08
"8","Frailty_B",5.07012540662642e-09,2.7341958729488e-08,1.09762571345003e-05,1.23765007822629e-07,6.56172574561654e-08
"9","CES_D",0.0393009106992779,0.00400241788729025,0.000479113764443881,0.00398393450518702,0.0233616889157936
"10","Overall",0.0579325947746179,0.000195277828586774,0.0278307354393268,0.000550012812009019,0.000645220619623265
