"","outcome","ADEPT","Oak","SDT","Stepcount","Verisense"
"1","TG",0.110213318884842,0.0164957756000022,0.00419873873781987,0.0245044089381687,0.134976320064448
"2","TC",0.059247751958437,0.0592192011231182,0.568489367974427,0.0201463547347096,0.0117429304550791
"3","FAT_mass",3.54601880235116e-05,9.81265873568038e-06,1.58340432362308e-05,4.27422669079033e-09,2.57765220710337e-05
"4","HDL_C",0.0431734842335003,0.0394368218723119,0.398906946822663,0.0204557920289097,0.0120157622002241
"5","LDL_C",0.0413168764422798,0.00531063415512216,0.0133250671147833,0.000987162239461759,0.009414767993169
"6","BMI",0.553643234768008,0.551068065861451,0.543257914795225,0.118094960705241,0.680166684078785
"7","SPPB",8.91749375940161e-07,9.57604529885534e-12,3.68274313827669e-08,6.15865911604773e-13,3.57515761534108e-10
"8","Frailty_B",0.0126425048857384,0.000471738204644453,0.00507313199034541,1.72529578685289e-05,0.00120495382701482
"9","CES_D",0.368261632293589,0.9325850415171,0.613392662976535,0.647632055883647,0.753997226822038
"10","Overall",0.110339579965475,0.000476215641126518,0.104001756211556,0.0148362464610893,0.00334498002323482
